NBACC13;EXPLEVT;AUTRE_REACTION;AUTRE_USAGER;REACTION_AUTRE_USAGER;AGGRAVATION;BIEN_EQUIPE;ALLURE;SITUATIONPRESSE;SITUATIONDISTRAIT;SITUATIONCONFIANT;SITUATIONCONTROLE;SITUATIONLUDIQUE;SITUATIONPERF;SITUATIONSTRESS;SITUATIONFATIGUE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;ROLEINFRA;ALCOOL;STUP;SEMAINE;MOMENTJOURNEE;TEMPS;CAUSE_ACC1;CAUSE_ACC2;CAUSE_ACC3;CAUSE_ACC4;CAUSE_ACC5;FORMATION_CAUSE;TRAFIC;CHAUSSEE1;TYPEACC;TRAJET;TYPEROUTE;PASSAGER;VITESSE;EQ2RMABS;EQ2RMCBS;POINTS;DUREE;NBINCI11;ABS_REACTION;MEDICAMENTS;TYPE_ROUTE;MOTIF;ACC/INC
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;Vou;;1;NSP;2;3;3;2;1;3;4;1;1;1;1;1;2;4;4;4;1;2;2;1;1;1;0.0;70.0;0;30;0;2;1;;;3;;0;45;1;1;12;4;1;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;incident
;Vou;;0;;;4;3;2;2;2;3;1;1;1;1;5;5;5;5;5;2;2;2;1;1;1;20.0;80.0;0;0;0;2;2;;;1;;0;90;0;0;12;4;1;NRP;2;4;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;4;3;1;1;4;4;2;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;100;1;1;NSP;4;2;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Alo;;1;2;2;3;3;1;1;3;4;NSP;1;2;1;1;4;4;4;4;1;2;2;2;1;1;0.0;90.0;0;10;0;2;3;;;3;;0;35;1;1;12;4;2;1;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;3;3;1;1;4;4;1;1;1;1;1;1;4;4;4;1;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;90;0;1;12;4;1;2;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;3;3;2;3;3;3;1;1;1;2;1;3;4;4;4;2;2;2;1;3;1;10.0;88.0;0;0;2;NSP;2;;;1;;0;72;1;1;12;4;2;AUT|Voyant qu'il était déjà arrêté au stop, je ne m'attendais pas à ce qu'il démarre devant moi.;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Alo;;1;2;2;3;1;2;1;3;3;2;1;1;1;1;4;4;4;4;2;2;2;1;1;1;50.0;50.0;0;0;0;1;1;;;1;;0;40;1;1;12;2;10;AUT|reflex et évitement;2;1;1;incident
;Vou;;1;NSP;NSP;4;3;1;1;4;4;2;1;1;1;1;1;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;1;;;1;;0;80;1;1;12;4;1;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;1;1;4;1;1;1;1;4;1;1;1;2;1;4;4;4;4;2;2;2;1;1;1;20.0;80.0;0;0;0;2;3;;;1;;0;60;1;1;12;3;2;3;2;3;1;incident
;Alo;;1;2;2;3;3;1;2;4;4;4;1;1;1;1;1;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;NSP;2;;;1;;0;50;1;1;12;4;1;NRP;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;1;2;3;3;1;2;3;3;3;1;1;1;1;1;4;4;4;1;2;2;2;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;45;1;1;12;4;2;AUT|j'ai eu le bon réflex;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;2;2;3;1;1;2;3;4;3;1;1;2;5;5;5;5;5;2;2;2;2;3;1;30.0;70.0;0;0;0;2;2;;;2;;0;110;1;1;12;4;1;NRP;2;2;3;incident
;Vou;;1;2;2;3;3;NSP;2;3;3;1;1;1;NSP;5;5;5;5;5;2;2;2;1;1;1;0.0;100.0;0;0;0;NSP;2;;;1;;0;60;1;1;12;4;1;NRP;2;1;1;incident
;Vou;;1;2;2;4;4;1;1;3;3;2;1;1;1;3;1;4;4;4;2;2;2;2;1;1;20.0;80.0;0;0;0;NSP;2;;;2;;0;20;0;0;12;4;2;NRP;2;1;3;incident
;Vou;;1;1;2;4;3;2;1;4;4;2;1;1;2;4;3;4;4;4;2;2;2;1;3;1;10.0;80.0;0;10;0;NSP;2;;;1;;0;60;1;1;12;2;10;NRP;2;1;1;incident
;Vou;;1;NSP;2;4;1;1;2;4;3;3;1;1;1;1;1;4;4;4;1;2;2;2;1;1;10.0;30.0;0;50;10;NSP;2;;;2;;0;100;1;1;12;4;1;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;2;2;3;3;2;1;4;4;1;1;1;1;1;1;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;95;1;1;12;4;1;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;4;5;1;1;4;4;2;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;100;1;1;11;3;1;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;NSP;2;3;3;1;4;3;3;1;1;1;1;4;3;4;4;4;2;2;2;1;1;1;40.0;60.0;0;0;0;2;3;;;1;;0;40;0;2;11;4;1;NRP;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;NSP;NSP;4;3;2;2;3;3;2;1;1;1;1;5;5;5;5;2;2;2;1;1;1;0.0;20.0;80;0;0;2;1;;;1;;0;90;0;0;12;4;3;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;1;2;3;3;1;1;4;4;1;1;1;1;4;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;1;2;;;1;;0;50;1;1;12;4;1;AUT|Toujours surpris mais une partie du stress est maitrisable;2;1;1;incident
;Vou;;1;1;1;3;1;1;2;3;3;1;1;1;2;1;1;4;4;4;2;2;2;2;1;1;100.0;0.0;0;0;0;2;4;;;2;;0;50;0;0;10;3;5;3;2;1;3;incident
;Vou;;1;NSP;NSP;3;1;2;3;3;3;1;1;2;2;1;5;4;4;4;2;2;2;1;1;1;70.0;30.0;0;0;0;2;3;;;1;;0;100;1;1;12;3;1;NRP;2;4;1;incident
;Vou;;1;2;2;4;3;1;2;2;4;1;1;1;1;3;3;4;4;4;2;2;2;1;1;1;20.0;80.0;0;0;0;1;3;;;1;;0;20;1;1;12;4;2;NRP;2;1;3;incident
;Vou;;1;2;2;4;3;2;1;4;4;3;1;3;1;4;2;1;4;4;2;2;2;1;1;1;35.0;65.0;0;0;0;2;2;;;1;;0;90;0;0;12;4;1;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;4;1;1;1;4;4;1;1;1;1;1;4;4;4;4;1;2;2;1;1;2;0.0;0.0;0;100;0;1;2;;;1;;0;70;1;1;12;4;2;NRP;2;2;1;incident
;Alo;;0;;;4;3;1;1;3;4;1;1;1;1;2;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;95;0;0;11;3;3;NRP;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;3;3;1;1;3;4;3;1;1;1;1;4;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;NSP;4;;;2;;0;54;1;1;12;4;1;AUT|pas de réaction alors j'étais mort ,,,,;2;1;3;incident
;Vou;;0;;;1;3;1;1;2;3;1;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;1;;;1;;0;60;1;0;12;4;1;NRP;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;3;3;1;1;4;4;1;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;110;1;1;12;4;1;NRP;3;3;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;2;1;3;3;1;1;4;4;1;1;1;1;4;1;4;4;4;1;2;2;2;1;1;0.0;90.0;0;10;0;2;1;;;2;;0;80;1;1;12;4;1;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;4;5;NSP;NSP;NSP;NSP;NSP;NSP;NSP;NSP;5;5;5;5;5;2;3;2;1;1;1;0.0;100.0;0;0;0;NSP;AUT|?;;;1;;0;100;0;0;12;4;1;AUT|?;2;AUT|?;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;1;2;2;4;3;3;1;4;4;1;1;2;1;2;4;4;4;4;2;2;2;1;3;2;0.0;100.0;0;0;0;2;1;;;1;;0;30;1;0;12;4;1;NRP;2;1;1;incident
;Vou;;1;2;2;4;3;1;1;2;4;2;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;50;0;1;11;4;2;NRP;2;1;3;incident
;Vou;;1;NSP;2;3;3;2;1;3;4;1;1;2;1;1;5;4;4;4;1;2;2;1;1;1;5.0;80.0;0;15;0;1;AUT|très dense mais pas à l'arrêt;;;1;;0;40;1;1;12;4;1;NRP;2;4;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;NSP;1;3;3;2;1;3;4;2;1;1;1;3;1;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;NSP;3;;;1;;0;55;1;0;12;4;3;1;2;AUT|boulevard;3;incident
;Vou;;0;;;4;3;2;2;3;4;1;1;1;1;1;3;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;1;3;;;2;;1;95;1;1;12;4;2;1;2;4;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;4;1;1;3;4;4;4;1;1;1;1;1;4;4;4;2;2;2;2;1;1;50.0;0.0;50;0;0;2;4;;;3;;1;70;1;1;12;4;3;2;2;2;3;incident
;Vou;;0;;;4;3;1;4;4;4;1;1;1;1;1;1;4;1;1;2;2;2;1;1;1;0.1;99.9;0;0;0;2;2;;;1;;0;25;0;1;12;1;1;AUT|Le -ème sens m'a sauvé;2;2;3;incident
;Vou;;0;;;4;1;1;1;3;3;1;1;1;1;1;1;4;4;4;1;2;2;1;1;1;50.0;0.0;0;50;0;2;AUT|pas de trrafic;;;2;;0;40;1;1;12;4;1;NRP;2;6;3;incident
;Vou;;1;2;2;3;3;2;2;3;4;1;1;1;1;4;4;1;4;4;1;2;2;1;1;1;1.0;80.0;0;19;0;2;3;;;1;;0;40;0;1;11;3;1;NRP;2;1;1;incident
;Vou;;1;2;2;3;3;2;2;3;3;1;1;1;1;1;2;4;4;4;2;2;2;1;1;1;20.0;80.0;0;0;0;2;4;;;1;;0;40;1;1;12;4;2;AUT|l'evenement est survenu trop soudainement;2;1;1;incident
;Vou;;1;2;2;3;3;NSP;2;3;4;NSP;1;NSP;2;5;5;5;5;5;2;2;2;1;1;1;0.0;100.0;0;0;0;NSP;2;;;1;;0;30;1;1;12;4;10;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;1;1;4;3;1;4;3;3;3;1;1;1;3;3;4;4;4;2;2;2;2;1;1;80.0;20.0;0;0;0;2;1;;;3;;1;90;1;1;12;2;1;AUT|Je pense avoir réagi;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Alo;;0;;;3;3;2;1;3;3;1;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;50;1;0;12;4;2;NRP;2;1;1;incident
;Vou;;1;2;2;3;3;1;2;3;3;3;1;1;2;1;1;4;4;4;1;2;2;1;1;1;10.0;90.0;0;0;0;1;3;;;1;;0;70;1;1;12;3;1;1;2;2;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;3;3;2;1;3;4;1;1;1;2;1;4;4;4;4;2;2;2;1;1;1;0.0;80.0;0;20;0;2;2;;;1;;0;45;1;1;12;4;2;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;2;2;3;3;2;2;3;3;2;1;1;1;1;1;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;NSP;1;;;2;;0;40;1;1;12;4;1;1;2;AUT|en village;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;2;2;3;3;1;3;3;3;1;1;1;1;1;4;4;4;4;2;2;2;1;2;2;0.0;100.0;0;0;0;NSP;2;;;1;;0;50;0;1;12;4;1;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;4;5;2;1;3;3;1;1;1;NSP;5;4;4;5;4;2;2;2;2;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;60;0;1;NSP;4;1;NRP;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;4;3;2;1;2;4;1;1;1;1;2;4;4;4;4;1;2;2;1;1;1;0.0;50.0;0;50;0;2;2;;;1;;0;30;0;1;12;1;4;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;1;1;4;1;1;1;4;4;4;2;1;1;3;1;4;4;4;1;2;2;2;1;2;40.0;10.0;0;50;0;2;2;;;2;;0;70;1;1;12;3;2;NRP;2;AUT|petite route dans les bois;3;incident
;Alo;;1;2;2;2;3;3;1;3;4;3;1;2;2;4;3;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;2;;0;40;1;1;10;4;1;AUT|habitude ...;2;1;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;1;2;4;3;2;1;4;4;4;1;1;1;1;1;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;NSP;1;;;2;;0;80;0;0;12;4;1;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;2;2;4;3;1;1;3;4;2;1;1;1;1;4;4;4;4;2;2;2;1;1;1;20.0;80.0;0;0;0;2;3;;;2;;0;80;1;1;12;4;1;NRP;2;4;3;incident
;Vou;;1;2;1;4;3;2;2;4;4;1;1;4;3;1;3;4;4;4;1;2;2;1;1;1;2.0;98.0;0;0;0;1;2;;;1;;0;90;0;1;4;4;10;NRP;2;4;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;1;1;2;4;3;2;1;4;4;1;1;1;1;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;1;120;0;1;12;3;1;AUT|vu la facon de conduire du chaufferu de la voiture j'avais un peu anticipé;2;3;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;incident
;Vou;;1;2;2;3;3;1;1;3;4;3;1;1;2;1;4;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;NSP;2;;;1;;0;55;1;1;12;4;1;1;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;3;3;1;4;3;3;1;1;1;2;1;4;4;4;4;1;2;2;1;1;1;0.0;60.0;0;40;0;1;3;;;2;;0;75;0;0;12;4;2;NRP;2;2;3;incident
;Vou;;1;1;1;4;3;1;2;4;4;4;1;1;1;3;4;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;2;1;;;2;;0;30;1;1;12;4;1;NRP;2;1;3;incident
;Vou;;1;1;1;4;1;1;1;3;4;3;1;1;1;4;1;4;4;4;1;2;2;1;1;1;25.0;50.0;0;25;0;NSP;2;;;1;;0;110;1;1;12;3;3;NRP;2;2;3;incident
;Vou;;1;1;1;4;3;1;1;3;3;1;1;1;1;3;1;4;4;4;2;2;2;1;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;90;1;1;12;4;1;1;2;3;3;incident
;Vou;;0;;;3;1;1;2;3;3;2;1;1;1;4;1;4;4;4;2;2;2;1;1;1;50.0;50.0;0;0;0;1;3;;;1;;0;50;0;1;9;4;2;3;2;3;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;incident
;Vou;;1;NSP;2;4;3;1;1;3;3;1;1;1;2;1;1;4;4;4;2;2;2;2;1;1;0.0;100.0;0;0;0;2;2;;;1;;0;90;1;1;12;4;1;NRP;2;2;3;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;incident
;Vou;;0;;;4;3;2;3;3;3;1;1;1;1;3;5;5;5;5;2;2;2;1;1;1;100.0;0.0;0;0;0;2;3;;;1;;0;50;0;0;5;4;3;NRP;2;1;3;incident
;Vou;;1;2;2;3;3;3;1;1;4;1;1;2;2;1;1;1;1;1;2;2;2;1;2;1;0.0;100.0;0;0;0;2;AUT|de toutes sortes. Très fluide lors de l'accident.;;;1;;0;70;0;1;NSP;4;1;NRP;2;AUT|Autoroute ou 2x2 voies;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
;Vou;;1;1;NSP;4;3;2;1;3;3;3;1;1;1;1;2;4;4;4;1;2;2;1;3;1;10.0;70.0;0;10;10;2;1;;;1;;0;55;1;0;12;4;2;NRP;2;1;1;incident
;NRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;incident
